cod;original;simplified
2532;Si bien es cierto que los adelantos en gerontología y geriatría aportan sus conocimientos al área socio asistencial de las personas con discapacidad, no podemos olvidar que surgen nuevas necesidades a las que hay que hacer frente;Si bien es cierto que los adelantos en ciencia que estudia la vejez y geriatría aportan sus conocimientos al área socio asistencial de las personas con discapacidad, no podemos olvidar que surgen nuevas necesidades a las que hay que hacer frente
3743;Tiempos en los que la salubridad era escasa.;Tiempos en los que la limpieza era escasa.
7257;A estos datos hay que sumar que se necesitará un mínimo de 2 años de trabajo, en términos de salud mental, para aproximarse a una normalización de la situación;A estos datos hay que añadir que se necesitará un mínimo de 2 años de trabajo, en términos de salud mental, para aproximarse a una normalización de la situación
2028;Hoy entran en vigor las Órdenes que amplían la cartera común de servicios del SNS con la mejora de la prestación ortoprotésica y el programa poblacional de cribado de cáncer de cuello de útero;Hoy entran en vigor las Órdenes que amplían la  servicios común de servicios del SNS con la mejora de la prestación ortoprotésica y el programa poblacional de cribado de cáncer de cuello de útero
1599;Por ello, ha señalado que son necesarias “acciones específicas que eliminen, corrijan y compensen las discriminaciones”;Por ello, ha señalado que son necesarias “acciones específicas que eliminen, arreglen y compensen las discriminaciones”
817;Con las I Jornadas Internacionales sobre “Prevención Malos Tratos a Personas Mayores” UDP celebra una nueva formación para sensibilizar a la sociedad sobre los malos tratos que sufren las Personas Mayores, analizar el tratamiento jurídico-penal de la violación de los derechos de las Personas Mayores y determinar los indicios o signos externos que permitan detectar que una persona mayor está siendo maltratada.;Con las I Jornadas Internacionales sobre “Prevención Malos Tratos a Personas Mayores” UDP celebra una nueva formación para sensibilizar a la sociedad sobre los malos tratos que sufren las Personas Mayores, analizar el tratamiento jurídico-penal de la violación de los derechos de las Personas Mayores y determinar los indicios o signos externos que permitan descubrir que una persona mayor está siendo maltratada.
5953;El aguacate, “La fruta de la vida”, -con aumentos en su consumo de 19 millones de kilos en España y 140 en la Unión Europea en 2018 respecto al año anterior- está jugando un papel determinante en el cambio de tendencia hacia una alimentación que incorpore grasas naturales, en detrimento de productos como el maíz, trigo, soja o azúcar;El aguacate, “La fruta de la vida”, -con aumentos en su consumo de 19 millones de kilos en España y 140 en la Unión Europea en 2018 respecto al año anterior- está jugando un papel determinante en el cambio de camino hacia una alimentación que incorpore grasas naturales, en detrimento de productos como el maíz, trigo, soja o azúcar
3903;Entre la piezas expuestas se puede destacar un sarcófago antropomorfo de principios del siglo IV a.C., cedido para la ocasión por el Museo de Padua, la cabeza retrato de Cleopatra, cedida por el Lovre;Entre la piezas expuestas se puede destacar un ataúd antropomorfo de principios del siglo IV a.C., cedido para la ocasión por el Museo de Padua, la cabeza retrato de Cleopatra, cedida por el Lovre
3048;“La ciencia y la investigación son una herramienta fundamental y tenemos que seguir impulsándola para hallar tratamientos que mejoren la calidad de vida de las personas con TEA y, en un futuro, alcanzar su curación”.;“La ciencia y la investigación son una herramienta fundamental y tenemos que seguir impulsándola para encontrar tratamientos que mejoren la calidad de vida de las personas con TEA y, en un futuro, alcanzar su curación”.
5170;Represento al Consejo Valenciano de Personas Mayores, un órgano colegiado, consultivo y asesor adscrito a la Consellería de Bienestar Social de la Generalitat Valenciana;Represento al Consejo Valenciano de Personas Mayores, un órgano colegiado, asesoramiento y asesor adscrito a la Consellería de Bienestar Social de la Generalitat Valenciana
7393;¿Cómo “donar” los kilómetros?;¿Cómo “regalar” los kilómetros?
7044;Demandamos un lugar adecuado en la vida pública, como cauce ara una participación verdaderamente activa, queremos aportar, ofrecer trabajo y soluciones, pero a cambio de una pertenencia a los diversos foros en los que, además de voz, nuestro voto como mayores tenga el mismo peso vinculante que el de cualquier persona.;Demandamos un lugar adecuado en la vida pública, como cauce ara una participación verdaderamente activa, queremos aportar, ofrecer trabajo y soluciones, pero a cambio de una pertenencia a los diversos  coloquio en los que, además de voz, nuestro voto como mayores tenga el mismo peso vinculante que el de cualquier persona.
2108;Disponible en la web del Centro Español de Documentación sobre Discapacidad (CEDD) y editado por el Real Patronato sobre Discapacidad, a través del CEDD, la metodología desarrollada combina el análisis técnico -realizado por consultores expertos en accesibilidad- con la experiencia de los usuarios, considerando trámites vinculados a diferentes ámbitos: económico, fiscal, laboral, administrativo, sanitario y cultural.;Disponible en la web del Centro Español de Documentación sobre Discapacidad (CEDD) y editado por el Real Patronato sobre Discapacidad, a través del CEDD, la metodología desarrollada combina el análisis técnico -realizado por consultores expertos en accesibilidad- con la experiencia de los usuarios, teniendo en cuenta trámites vinculados a diferentes ámbitos: económico, fiscal, laboral, administrativo, sanitario y cultural.
684;En este sentido ha destacado que el símbolo hay que publicitarlo y darle una gran visibilidad.;En este sentido ha destacado que el símbolo hay que  hacer propaganda y darle una gran visibilidad.
7671;Asimismo, apela a que, al margen de esta mesa de negociación, cuyos trabajos en principio durarán hasta comienzos de verano, tengan continuidad posteriormente los contactos y se siga avanzando para buscar un pacto de Estado en sanidad de manera estructural y permanente, más allá de esta pandemia.;Asimismo, apela a que, al margen de esta mesa de negociación, cuyos trabajos en principio durarán hasta comienzos de verano, tengan continuidad posteriormente los contactos y se siga avanzando para buscar un acuerdo de Estado en sanidad de manera estructural y permanente, más allá de esta pandemia.
1995;Los trabajos sobre estas materias, ahora en desarrollo, se plasmarán en un documento de consenso el próximo mes de octubre.;Los trabajos sobre estas materias, ahora en desarrollo, se concretarán en un documento de consenso el próximo mes de octubre.
7677;“todos los partidos arrimen el hombro, cuenten con todos los actores implicados en la sanidad y salgamos más fortalecidos como sistema sanitario ante futuros rebrotes de COVID-19 o nuevas pandemias que puedan sobrevenir”;“todos los partidos arrimen el hombro, cuenten con todos los actores implicados en la sanidad y salgamos más fortalecidos como sistema sanitario ante futuros rebrotes de COVID-19 o nuevas pandemias que puedan venir”
923;“Estos datos son solo la punta del iceberg porque no contabilizan aquellos delitos que no se denuncian, casos de maltrato infantil que no llegan a los juzgados o a las administraciones públicas”, ha explicado la ministra.;“Estos datos son solo la punta del iceberg porque no  tienen en cuenta aquellos delitos que no se denuncian, casos de maltrato infantil que no llegan a los juzgados o a las administraciones públicas”, ha explicado la ministra.
7844;El Consejo de Ministros, celebrado el 28 de abril, aprobó el Plan para la Transición hacia una Nueva Normalidad que establece los principales parámetros e instrumentos para la adaptación del conjunto de la sociedad a la nueva normalidad, con las máximas garantías de seguridad, tras la crisis provocada por el COVID-19.;El Consejo de Ministros, celebrado el 28 de abril, aprobó el Plan para la Transición hacia una Nueva Normalidad que establece los principales datos e instrumentos para la adaptación del conjunto de la sociedad a la nueva normalidad, con las máximas garantías de seguridad, tras la crisis provocada por el COVID-19.
7317;Además son pacientes que requieren de recursos de neurorrehabilitación y que superan la tasa de hospitalizaciones en la población general: hasta el 25,8% de los pacientes ingresan en el hospital anualmente, siendo las recaídas de la enfermedad o las complicaciones relacionadas con la propia evolución de la enfermedad las causas más importantes de morbilidad;Además son pacientes que necesitan de recursos de neurorrehabilitación y que superan la tasa de hospitalizaciones en la población general: hasta el 25,8% de los pacientes ingresan en el hospital anualmente, siendo las recaídas de la enfermedad o las complicaciones relacionadas con la propia evolución de la enfermedad las causas más importantes de morbilidad
